"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"DEU","Germany","T","Total","30_34","30 to 34","2007","2007",4747000,,
"DEU","Germany","T","Total","30_34","30 to 34","2008","2008",4703042,,
"DEU","Germany","T","Total","30_34","30 to 34","2009","2009",4716964,,
"DEU","Germany","T","Total","30_34","30 to 34","2010","2010",4786914,,
"DEU","Germany","T","Total","30_34","30 to 34","2011","2011",4757910,,
"DEU","Germany","T","Total","30_34","30 to 34","2012","2012",4862540,,
"DEU","Germany","T","Total","30_34","30 to 34","2013","2013",4955548,,
"DEU","Germany","T","Total","30_34","30 to 34","2014","2014",5035025,,
"DEU","Germany","T","Total","30_34","30 to 34","2015","2015",5120972,,
"DEU","Germany","T","Total","30_34","30 to 34","2016","2016",5194469,,
"DEU","Germany","T","Total","30_34","30 to 34","2017","2017",5255663,,
"DEU","Germany","T","Total","30_34","30 to 34","2018","2018",5349075,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2005","2005",577159,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2006","2006",547889,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2007","2007",523318,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2008","2008",508185,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2009","2009",501351,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2010","2010",500143,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2011","2011",502766,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2012","2012",504080,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2013","2013",503078,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2014","2014",503163,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2015","2015",505124,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2016","2016",509234,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2017","2017",517347,,
"NLD","Netherlands","W","Women","30_34","30 to 34","2018","2018",527884,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2005","2005",581014,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2006","2006",548658,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2007","2007",523245,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2008","2008",508517,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2009","2009",502638,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2010","2010",502019,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2011","2011",504245,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2012","2012",505284,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2013","2013",505095,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2014","2014",506647,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2015","2015",509917,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2016","2016",515498,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2017","2017",525110,,
"NLD","Netherlands","M","Men","30_34","30 to 34","2018","2018",536965,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2005","2005",1158173,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2006","2006",1096547,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2007","2007",1046563,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2008","2008",1016702,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2009","2009",1003989,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2010","2010",1002162,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2011","2011",1007011,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2012","2012",1009364,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2013","2013",1008173,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2014","2014",1009810,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2015","2015",1015041,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2016","2016",1024732,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2017","2017",1042457,,
"NLD","Netherlands","T","Total","30_34","30 to 34","2018","2018",1064849,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2005","2005",265051,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2006","2006",259765,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2007","2007",257330,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2008","2008",258683,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2009","2009",261710,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2010","2010",265619,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2011","2011",268812,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2012","2012",274327,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2013","2013",279895,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2014","2014",285216,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2015","2015",289756,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2016","2016",293240,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2017","2017",295550,,
"CHE","Switzerland","W","Women","30_34","30 to 34","2018","2018",298283,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2005","2005",262088,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2006","2006",256798,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2007","2007",255021,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2008","2008",257592,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2009","2009",260782,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2010","2010",264176,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2011","2011",272001,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2012","2012",278663,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2013","2013",285053,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2014","2014",291376,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2015","2015",296109,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2016","2016",299452,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2017","2017",301947,,
"CHE","Switzerland","M","Men","30_34","30 to 34","2018","2018",304343,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2005","2005",527139,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2006","2006",516563,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2007","2007",512351,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2008","2008",516275,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2009","2009",522492,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2010","2010",529795,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2011","2011",540813,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2012","2012",552990,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2013","2013",564948,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2014","2014",576592,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2015","2015",585865,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2016","2016",592692,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2017","2017",597497,,
"CHE","Switzerland","T","Total","30_34","30 to 34","2018","2018",602626,,
"WLD","World","W","Women","30_34","30 to 34","2005","2005",245237806,,
"WLD","World","W","Women","30_34","30 to 34","2006","2006",245926228,,
"WLD","World","W","Women","30_34","30 to 34","2007","2007",246257377,,
"WLD","World","W","Women","30_34","30 to 34","2008","2008",246601916,,
"WLD","World","W","Women","30_34","30 to 34","2009","2009",247586945,,
"WLD","World","W","Women","30_34","30 to 34","2010","2010",249626811,,
"WLD","World","W","Women","30_34","30 to 34","2011","2011",252651858,,
"WLD","World","W","Women","30_34","30 to 34","2012","2012",256654848,,
"WLD","World","W","Women","30_34","30 to 34","2013","2013",261463239,,
"WLD","World","W","Women","30_34","30 to 34","2014","2014",266781371,,
"WLD","World","W","Women","30_34","30 to 34","2015","2015",272347803,,
"WLD","World","W","Women","30_34","30 to 34","2016","2016",278283625,,
"WLD","World","W","Women","30_34","30 to 34","2017","2017",284628038,,
"WLD","World","W","Women","30_34","30 to 34","2018","2018",290650690,,
"WLD","World","M","Men","30_34","30 to 34","2005","2005",253271408,,
"WLD","World","M","Men","30_34","30 to 34","2006","2006",254036731,,
"WLD","World","M","Men","30_34","30 to 34","2007","2007",254324735,,
"WLD","World","M","Men","30_34","30 to 34","2008","2008",254553125,,
"WLD","World","M","Men","30_34","30 to 34","2009","2009",255427300,,
"WLD","World","M","Men","30_34","30 to 34","2010","2010",257404698,,
"WLD","World","M","Men","30_34","30 to 34","2011","2011",260393716,,
"WLD","World","M","Men","30_34","30 to 34","2012","2012",264416733,,
"WLD","World","M","Men","30_34","30 to 34","2013","2013",269336653,,
"WLD","World","M","Men","30_34","30 to 34","2014","2014",274895443,,
"WLD","World","M","Men","30_34","30 to 34","2015","2015",280851865,,
"WLD","World","M","Men","30_34","30 to 34","2016","2016",287278509,,
"WLD","World","M","Men","30_34","30 to 34","2017","2017",294298957,,
"WLD","World","M","Men","30_34","30 to 34","2018","2018",301144707,,
"WLD","World","T","Total","30_34","30 to 34","2005","2005",498509192,,
"WLD","World","T","Total","30_34","30 to 34","2006","2006",499963849,,
"WLD","World","T","Total","30_34","30 to 34","2007","2007",500582654,,
"WLD","World","T","Total","30_34","30 to 34","2008","2008",501154651,,
"WLD","World","T","Total","30_34","30 to 34","2009","2009",503013323,,
"WLD","World","T","Total","30_34","30 to 34","2010","2010",507031495,,
"WLD","World","T","Total","30_34","30 to 34","2011","2011",513043947,,
"WLD","World","T","Total","30_34","30 to 34","2012","2012",521069984,,
"WLD","World","T","Total","30_34","30 to 34","2013","2013",530798851,,
"WLD","World","T","Total","30_34","30 to 34","2014","2014",541676314,,
"WLD","World","T","Total","30_34","30 to 34","2015","2015",553199652,,
"WLD","World","T","Total","30_34","30 to 34","2016","2016",565561623,,
"WLD","World","T","Total","30_34","30 to 34","2017","2017",578926080,,
"WLD","World","T","Total","30_34","30 to 34","2018","2018",591794256,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2005","2005",17807057,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2006","2006",17625275,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2007","2007",17456631,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2008","2008",17332575,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2009","2009",17239554,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2010","2010",17224216,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2011","2011",17154446,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2012","2012",17105876,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2013","2013",17016324,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2014","2014",16882378,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2015","2015",16716600,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2016","2016",16555927,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2017","2017",16424488,,
"EU28","European Union (28 countries)","W","Women","30_34","30 to 34","2018","2018",16370846,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2005","2005",18158384,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2006","2006",17972565,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2007","2007",17824109,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2008","2008",17703566,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2009","2009",17602690,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2010","2010",17551524,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2011","2011",17394242,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2012","2012",17296757,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2013","2013",17187246,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2014","2014",17051940,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2015","2015",16908274,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2016","2016",16785896,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2017","2017",16661271,,
"EU28","European Union (28 countries)","M","Men","30_34","30 to 34","2018","2018",16634140,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2005","2005",35965441,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2006","2006",35597840,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2007","2007",35280738,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2008","2008",35036141,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2009","2009",34842243,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2010","2010",34775739,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2011","2011",34548690,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2012","2012",34402633,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2013","2013",34203571,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2014","2014",33934317,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2015","2015",33624876,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2016","2016",33341824,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2017","2017",33085759,,
"EU28","European Union (28 countries)","T","Total","30_34","30 to 34","2018","2018",33004988,,
"BEL","Belgium","W","Women","35_39","35 to 39","2005","2005",379844,,
"BEL","Belgium","W","Women","35_39","35 to 39","2006","2006",377468,,
"BEL","Belgium","W","Women","35_39","35 to 39","2007","2007",376633,,
"BEL","Belgium","W","Women","35_39","35 to 39","2008","2008",375226,,
"BEL","Belgium","W","Women","35_39","35 to 39","2009","2009",371772,,
"BEL","Belgium","W","Women","35_39","35 to 39","2010","2010",366749,,
"BEL","Belgium","W","Women","35_39","35 to 39","2011","2011",361242,,
"BEL","Belgium","W","Women","35_39","35 to 39","2012","2012",357320,,
"BEL","Belgium","W","Women","35_39","35 to 39","2013","2013",356190,,
"BEL","Belgium","W","Women","35_39","35 to 39","2014","2014",357934,,
"BEL","Belgium","W","Women","35_39","35 to 39","2015","2015",363044,,
"BEL","Belgium","W","Women","35_39","35 to 39","2016","2016",368786,,
"BEL","Belgium","W","Women","35_39","35 to 39","2017","2017",372269,,
"BEL","Belgium","W","Women","35_39","35 to 39","2018","2018",373791,,
"BEL","Belgium","M","Men","35_39","35 to 39","2005","2005",390425,,
"BEL","Belgium","M","Men","35_39","35 to 39","2006","2006",387439,,
"BEL","Belgium","M","Men","35_39","35 to 39","2007","2007",385820,,
"BEL","Belgium","M","Men","35_39","35 to 39","2008","2008",384096,,
"BEL","Belgium","M","Men","35_39","35 to 39","2009","2009",380457,,
"BEL","Belgium","M","Men","35_39","35 to 39","2010","2010",375167,,
"BEL","Belgium","M","Men","35_39","35 to 39","2011","2011",369740,,
"BEL","Belgium","M","Men","35_39","35 to 39","2012","2012",365346,,
"BEL","Belgium","M","Men","35_39","35 to 39","2013","2013",362829,,
"BEL","Belgium","M","Men","35_39","35 to 39","2014","2014",363412,,
"BEL","Belgium","M","Men","35_39","35 to 39","2015","2015",367328,,
"BEL","Belgium","M","Men","35_39","35 to 39","2016","2016",371691,,
"BEL","Belgium","M","Men","35_39","35 to 39","2017","2017",374488,,
"BEL","Belgium","M","Men","35_39","35 to 39","2018","2018",375690,,
"BEL","Belgium","T","Total","35_39","35 to 39","2005","2005",770269,,
"BEL","Belgium","T","Total","35_39","35 to 39","2006","2006",764907,,
"BEL","Belgium","T","Total","35_39","35 to 39","2007","2007",762453,,
"BEL","Belgium","T","Total","35_39","35 to 39","2008","2008",759322,,
"BEL","Belgium","T","Total","35_39","35 to 39","2009","2009",752229,,
"BEL","Belgium","T","Total","35_39","35 to 39","2010","2010",741916,,
"BEL","Belgium","T","Total","35_39","35 to 39","2011","2011",730982,,
"BEL","Belgium","T","Total","35_39","35 to 39","2012","2012",722666,,
"BEL","Belgium","T","Total","35_39","35 to 39","2013","2013",719019,,
"BEL","Belgium","T","Total","35_39","35 to 39","2014","2014",721346,,
"BEL","Belgium","T","Total","35_39","35 to 39","2015","2015",730372,,
"BEL","Belgium","T","Total","35_39","35 to 39","2016","2016",740477,,
"BEL","Belgium","T","Total","35_39","35 to 39","2017","2017",746757,,
"BEL","Belgium","T","Total","35_39","35 to 39","2018","2018",749481,,
"FRA","France","W","Women","35_39","35 to 39","2005","2005",2256159,,
"FRA","France","W","Women","35_39","35 to 39","2006","2006",2256182,,
"FRA","France","W","Women","35_39","35 to 39","2007","2007",2269909,,
"FRA","France","W","Women","35_39","35 to 39","2008","2008",2284516,,
"FRA","France","W","Women","35_39","35 to 39","2009","2009",2278880,,
"FRA","France","W","Women","35_39","35 to 39","2010","2010",2245420,,
"FRA","France","W","Women","35_39","35 to 39","2011","2011",2189448,,
"FRA","France","W","Women","35_39","35 to 39","2012","2012",2129075,,
"FRA","France","W","Women","35_39","35 to 39","2013","2013",2077585,,
"FRA","France","W","Women","35_39","35 to 39","2014","2014",2057599,,
"FRA","France","W","Women","35_39","35 to 39","2015","2015",2070436,,
"FRA","France","W","Women","35_39","35 to 39","2016","2016",2108819,,
"FRA","France","W","Women","35_39","35 to 39","2017","2017",2144670,,
"FRA","France","W","Women","35_39","35 to 39","2018","2018",2163841,,
"FRA","France","M","Men","35_39","35 to 39","2005","2005",2214389,,
"FRA","France","M","Men","35_39","35 to 39","2006","2006",2216802,,
"FRA","France","M","Men","35_39","35 to 39","2007","2007",2233104,,
"FRA","France","M","Men","35_39","35 to 39","2008","2008",2249642,,
"FRA","France","M","Men","35_39","35 to 39","2009","2009",2247226,,
"FRA","France","M","Men","35_39","35 to 39","2010","2010",2216802,,
"FRA","France","M","Men","35_39","35 to 39","2011","2011",2159836,,
"FRA","France","M","Men","35_39","35 to 39","2012","2012",2096204,,
"FRA","France","M","Men","35_39","35 to 39","2013","2013",2041139,,
"FRA","France","M","Men","35_39","35 to 39","2014","2014",2010756,,
"FRA","France","M","Men","35_39","35 to 39","2015","2015",2009591,,
"FRA","France","M","Men","35_39","35 to 39","2016","2016",2035782,,
"FRA","France","M","Men","35_39","35 to 39","2017","2017",2058827,,
"FRA","France","M","Men","35_39","35 to 39","2018","2018",2064637,,
"FRA","France","T","Total","35_39","35 to 39","2005","2005",4470548,,
"FRA","France","T","Total","35_39","35 to 39","2006","2006",4472984,,
"FRA","France","T","Total","35_39","35 to 39","2007","2007",4503013,,
"FRA","France","T","Total","35_39","35 to 39","2008","2008",4534158,,
"FRA","France","T","Total","35_39","35 to 39","2009","2009",4526106,,
"FRA","France","T","Total","35_39","35 to 39","2010","2010",4462222,,
"FRA","France","T","Total","35_39","35 to 39","2011","2011",4349284,,
"FRA","France","T","Total","35_39","35 to 39","2012","2012",4225279,,
"FRA","France","T","Total","35_39","35 to 39","2013","2013",4118724,,
"FRA","France","T","Total","35_39","35 to 39","2014","2014",4068355,,
"FRA","France","T","Total","35_39","35 to 39","2015","2015",4080027,,
"FRA","France","T","Total","35_39","35 to 39","2016","2016",4144601,,
"FRA","France","T","Total","35_39","35 to 39","2017","2017",4203497,,
"FRA","France","T","Total","35_39","35 to 39","2018","2018",4228478,,
"DEU","Germany","W","Women","35_39","35 to 39","2005","2005",3318990,,
"DEU","Germany","W","Women","35_39","35 to 39","2006","2006",3193688,,
"DEU","Germany","W","Women","35_39","35 to 39","2007","2007",3040313,,
"DEU","Germany","W","Women","35_39","35 to 39","2008","2008",2856107,,
"DEU","Germany","W","Women","35_39","35 to 39","2009","2009",2669907,,
"DEU","Germany","W","Women","35_39","35 to 39","2010","2010",2516508,,
"DEU","Germany","W","Women","35_39","35 to 39","2011","2011",2359512,,
"DEU","Germany","W","Women","35_39","35 to 39","2012","2012",2305777,,
"DEU","Germany","W","Women","35_39","35 to 39","2013","2013",2306673,,
"DEU","Germany","W","Women","35_39","35 to 39","2014","2014",2338925,,
"DEU","Germany","W","Women","35_39","35 to 39","2015","2015",2401817,,
"DEU","Germany","W","Women","35_39","35 to 39","2016","2016",2472449,,
"DEU","Germany","W","Women","35_39","35 to 39","2017","2017",2525424,,
"DEU","Germany","W","Women","35_39","35 to 39","2018","2018",2567846,,
"DEU","Germany","M","Men","35_39","35 to 39","2005","2005",3495406,,
"DEU","Germany","M","Men","35_39","35 to 39","2006","2006",3350592,,
"DEU","Germany","M","Men","35_39","35 to 39","2007","2007",3178363,,
"DEU","Germany","M","Men","35_39","35 to 39","2008","2008",2970631,,
"DEU","Germany","M","Men","35_39","35 to 39","2009","2009",2758900,,
"DEU","Germany","M","Men","35_39","35 to 39","2010","2010",2588950,,
"DEU","Germany","M","Men","35_39","35 to 39","2011","2011",2374562,,
"DEU","Germany","M","Men","35_39","35 to 39","2012","2012",2324954,,
"DEU","Germany","M","Men","35_39","35 to 39","2013","2013",2333887,,
"DEU","Germany","M","Men","35_39","35 to 39","2014","2014",2374935,,
"DEU","Germany","M","Men","35_39","35 to 39","2015","2015",2453362,,
"DEU","Germany","M","Men","35_39","35 to 39","2016","2016",2532443,,
"DEU","Germany","M","Men","35_39","35 to 39","2017","2017",2585199,,
"DEU","Germany","M","Men","35_39","35 to 39","2018","2018",2633662,,
"DEU","Germany","T","Total","35_39","35 to 39","2005","2005",6814396,,
"DEU","Germany","T","Total","35_39","35 to 39","2006","2006",6544280,,
"DEU","Germany","T","Total","35_39","35 to 39","2007","2007",6218676,,
"DEU","Germany","T","Total","35_39","35 to 39","2008","2008",5826738,,
"DEU","Germany","T","Total","35_39","35 to 39","2009","2009",5428807,,
"DEU","Germany","T","Total","35_39","35 to 39","2010","2010",5105458,,
"DEU","Germany","T","Total","35_39","35 to 39","2011","2011",4734074,,
"DEU","Germany","T","Total","35_39","35 to 39","2012","2012",4630731,,
"DEU","Germany","T","Total","35_39","35 to 39","2013","2013",4640560,,
"DEU","Germany","T","Total","35_39","35 to 39","2014","2014",4713860,,
"DEU","Germany","T","Total","35_39","35 to 39","2015","2015",4855179,,
"DEU","Germany","T","Total","35_39","35 to 39","2016","2016",5004892,,
"DEU","Germany","T","Total","35_39","35 to 39","2017","2017",5110623,,
"DEU","Germany","T","Total","35_39","35 to 39","2018","2018",5201508,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2005","2005",646296,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2006","2006",643731,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2007","2007",637512,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2008","2008",624716,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2009","2009",602745,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2010","2010",575410,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2011","2011",549046,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2012","2012",526713,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2013","2013",511802,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2014","2014",504426,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2015","2015",503459,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2016","2016",507293,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2017","2017",510976,,
"NLD","Netherlands","W","Women","35_39","35 to 39","2018","2018",513495,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2005","2005",664894,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2006","2006",658143,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2007","2007",647535,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2008","2008",630897,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2009","2009",606034,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2010","2010",575847,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2011","2011",547629,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2012","2012",524585,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2013","2013",509447,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2014","2014",502418,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2015","2015",502247,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2016","2016",506508,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2017","2017",510795,,
"NLD","Netherlands","M","Men","35_39","35 to 39","2018","2018",514830,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2005","2005",1311190,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2006","2006",1301874,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2007","2007",1285047,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2008","2008",1255613,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2009","2009",1208779,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2010","2010",1151257,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2011","2011",1096675,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2012","2012",1051298,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2013","2013",1021249,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2014","2014",1006844,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2015","2015",1005706,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2016","2016",1013801,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2017","2017",1021771,,
"NLD","Netherlands","T","Total","35_39","35 to 39","2018","2018",1028325,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2005","2005",306521,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2006","2006",301077,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2007","2007",295967,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2008","2008",291448,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2009","2009",286919,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2010","2010",282770,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2011","2011",277488,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2012","2012",276019,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2013","2013",277066,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2014","2014",279911,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2015","2015",284312,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2016","2016",289618,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2017","2017",294804,,
"CHE","Switzerland","W","Women","35_39","35 to 39","2018","2018",299337,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2005","2005",305906,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2006","2006",299574,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2007","2007",294989,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2008","2008",291902,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2009","2009",288445,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2010","2010",284439,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2011","2011",278917,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2012","2012",277968,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2013","2013",279762,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2014","2014",283235,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2015","2015",288652,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2016","2016",295156,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2017","2017",300728,,
"CHE","Switzerland","M","Men","35_39","35 to 39","2018","2018",305329,,
"CHE","Switzerland","T","Total","35_39","35 to 39","2005","2005",612427,,
"CHE","Switzerland","T","Total","35_39","35 to 39","2006","2006",600651,,
"CHE","Switzerland","T","Total","35_39","35 to 39","2007","2007",590956,,
"CHE","Switzerland","T","Total","35_39","35 to 39","2008","2008",583350,,
