"LOCATION","Country","VARIABLE","Variable","EDITION","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","EUR","Euro","0","Units","2015","2015",406942000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","EUR","Euro","0","Units","2015","2015",404224000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","EUR","Euro","0","Units","2015","2015",372735000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","EUR","Euro","0","Units","2015","2015",403807000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","EUR","Euro","0","Units","2015","2015",419292000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","EUR","Euro","0","Units","2015","2015",428391000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","EUR","Euro","0","Units","2015","2015",438531000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","EUR","Euro","0","Units","2015","2015",452881000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","EUR","Euro","0","Units","2015","2015",518679000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","EUR","Euro","0","Units","2015","2015",507962000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","EUR","Euro","0","Units","2015","2015",540595000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","EUR","Euro","0","Units","2015","2015",557994000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","EUR","Euro","0","Units","2015","2015",574642000000,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","EUR","Euro","0","Units","2015","2015",480439493565.12,,
"NLD","Netherlands","MGSV","Imports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","EUR","Euro","0","Units","2015","2015",510077249294.586,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.18141697390168,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.51574756012876,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.24843763625265,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.55877504291305,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units",,,-3.84777275062457,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units",,,-4.08020787677666,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units",,,-3.1498243260705,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units",,,-2.76638418035814,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units",,,-1.78361616822317,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.04707520269214,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units",,,-1.03430388074062,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.928969154835718,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.05691854759569,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.05765143121318,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.31380957717892,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units",,,-12.0554721268381,,
"NLD","Netherlands","NLGXQ","General government primary balance as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","PC","Percentage","0","Units",,,-9.28714759413925,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units","2015","2015",0.622675181874341,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units","2015","2015",0.38246931959798,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units","2015","2015",-1.02795487066225,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units","2015","2015",1.52298759504723,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units","2015","2015",-1.24695426989337,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units","2015","2015",1.39882176773797,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units","2015","2015",1.24323990361721,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units","2015","2015",0.998497022726305,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units","2015","2015",0.428713693208437,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units","2015","2015",1.33990211306175,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units","2015","2015",-4.15232294393919,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units","2015","2015",2.81326301080198,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units","2015","2015",0.898309771316687,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units","2015","2015",0.707962906161265,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units","2015","2015",-0.277581112040752,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units","2015","2015",-0.0588972680124815,,
"NLD","Netherlands","CQ_FBGSV","Net exports, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","PC","Percentage","0","Units","2015","2015",0.12037813046226,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units",,,49.8232868999837,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units",,,45.1850812948336,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units",,,42.9754188103751,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units",,,54.6832004869917,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units",,,56.7681717717968,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units",,,59.2790056978273,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units",,,61.7232351077118,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units",,,66.2452099648054,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units",,,67.656437370544,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units",,,67.8442788329102,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units",,,64.621098176275,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units",,,61.8896757361163,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units",,,56.858448106663,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units",,,52.3651240092048,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units",,,48.594434885849,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units",,,64.1225284246439,,
"NLD","Netherlands","GGFLMQ","Gross public debt, Maastricht criterion as a percentage of GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","PC","Percentage","0","Units",,,72.1079323872351,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","EUR","Euro","0","Units","2015","2015",307383000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","EUR","Euro","0","Units","2015","2015",307015000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","EUR","Euro","0","Units","2015","2015",312761000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","EUR","Euro","0","Units","2015","2015",315601000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","EUR","Euro","0","Units","2015","2015",309660000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","EUR","Euro","0","Units","2015","2015",309958000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","EUR","Euro","0","Units","2015","2015",310123000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","EUR","Euro","0","Units","2015","2015",306541000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","EUR","Euro","0","Units","2015","2015",303602000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","EUR","Euro","0","Units","2015","2015",304776000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","EUR","Euro","0","Units","2015","2015",310852000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","EUR","Euro","0","Units","2015","2015",314331000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","EUR","Euro","0","Units","2015","2015",321108000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","EUR","Euro","0","Units","2015","2015",328500000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","EUR","Euro","0","Units","2015","2015",333176000000,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","EUR","Euro","0","Units","2015","2015",277185438006,,
"NLD","Netherlands","CPV","Private final consumption expenditure, volume","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","EUR","Euro","0","Units","2015","2015",293694937826.089,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","IDX","Index","0","Units","2010","2010",0.957097927687072,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","IDX","Index","0","Units","2010","2010",0.967238620036501,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","IDX","Index","0","Units","2010","2010",0.974322062762524,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","IDX","Index","0","Units","2010","2010",0.997959584072252,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","IDX","Index","0","Units","2010","2010",0.993164708276622,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","IDX","Index","0","Units","2010","2010",1,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","IDX","Index","0","Units","2010","2010",1.00231336576913,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","IDX","Index","0","Units","2010","2010",0.995371886231379,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","IDX","Index","0","Units","2010","2010",0.993208858340334,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","IDX","Index","0","Units","2010","2010",0.993077465148891,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","IDX","Index","0","Units","2010","2010",0.981717645625894,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","IDX","Index","0","Units","2010","2010",0.97745102574908,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","IDX","Index","0","Units","2010","2010",0.982668620110491,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","IDX","Index","0","Units","2010","2010",0.991869477125837,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","IDX","Index","0","Units","2010","2010",0.9954691301998,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","IDX","Index","0","Units","2010","2010",0.993117487131984,,
"CHE","Switzerland","CPI","Consumer price index","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","IDX","Index","0","Units","2010","2010",0.997892981389032,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units","2010","2010",1.82174391200781,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units","2010","2010",0.0377496631559508,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units","2010","2010",-1.89369901604225,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units","2010","2010",1.0760183861058,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units","2010","2010",2.79012023303733,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units","2010","2010",-2.50960279232111,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units","2010","2010",1.84429065718427,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units","2010","2010",-3.34530915023584,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units","2010","2010",-2.50559898822805,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units","2010","2010",0.631143245921628,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units","2010","2010",0.347581239076692,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units","2010","2010",-0.853478147782409,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units","2010","2010",-0.0504346458418801,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units","2010","2010",-0.0964309530098571,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units","2010","2010",-1.12495145714224,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units","2010","2010",-0.924774863339453,,
"CHE","Switzerland","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","PC","Percentage","0","Units","2010","2010",0,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.0955,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.51708333333333,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.92675,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.89683333333333,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.20266666666667,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.63166666666667,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.47166666666667,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.646666666666667,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.949166666666667,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.6925,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.0691666666666667,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.362,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.0720833333333333,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.0331666666666667,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.489,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.552666666666667,,
"CHE","Switzerland","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.397666666666667,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units","2010","2010",0.488657821607057,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units","2010","2010",0.439123813304361,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units","2010","2010",0.565415284365053,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units","2010","2010",1.52605803032612,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units","2010","2010",0.894652930317608,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units","2010","2010",0.127739600265401,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units","2010","2010",-0.108115930264496,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units","2010","2010",-0.997935733876813,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units","2010","2010",-0.240530812725847,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units","2010","2010",0.0534403685864877,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units","2010","2010",-0.474261597650528,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units","2010","2010",-0.272064091048139,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units","2010","2010",0.288026571628911,,
"CHE","Switzerland","PCORE_YTYPCT","Core inflation","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units","2010","2010",0.451257476906952,,
